Screen Name,Status ID,Text,Local Timestamp,Likes,Retweets,State
joanjhuang,24705077424,"Fantastic VOCES event with live music, food, and drinks. Great place to wait out the storm. (@ The New York Times - Conference Center)",6:00 PM - 16 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
spotonamy,24704871037,Safe from the storm with book. (@ New York Public Library - Stephen A. Schwarzman Building w/ 3 others) http://4sq.com/1fIYgP,5:57 PM - 16 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
GraceC4David,24704429397,RT @NewYorkology: Real-time photo search engine @picfog especially useful right now for storm pix: http://picfog.com/search/nyc,5:51 PM - 16 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
GraceC4David,24701233717,"RT @NewYorkology: NY1: storm has moved through. No more tornado warnings, even Queens has all clear http://myloc.me/c3Ul1",5:04 PM - 16 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
adwal,24700770107,"David saving the iPod from the storm (pic) http://pegd.at/07bnc05d3 (New York, NY)",4:57 PM - 16 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
DaveCharest,24699988889,Go away storm. We have a reading tonight! (@ Astoria Performing Arts Center) http://4sq.com/bE61cW,4:46 PM - 16 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
sarkis__,24698892954,I'm still keeping my retrosuperfuture shades on. Gotta keep the cool swagger going during the storm. Ya heard.,4:30 PM - 16 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
ChandlerNYC,24691625354,just made it home before the big storm any minute... (@ the Chandler Pad) http://4sq.com/9BS6YP,2:39 PM - 16 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
DonCoyote,24418113856,"I just saw lightening... a storm's a-brewin lads and lasses, hide ye wives an chil'ren. This is Crow weather... #badomens",4:53 PM - 13 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
mishadasexy,24415034676,Ugh gonna B a storm  http://myloc.me/bVAmK,4:05 PM - 13 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
Michael_Storm,24382805168,"I'm at Wunderman (285 Madison Ave, 40th st, New York). http://4sq.com/7NJzWt",8:35 AM - 13 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
Michael_Storm,24209668641,"I'm at The Bean Coffee and Tea (49 1/2 First Ave., at 3rd St., New York). http://4sq.com/318HTm",11:51 AM - 11 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
TracieMayWagner,24194664606,Slept 5 hours... Watching some TV... It's the calm before the storm...,8:39 AM - 11 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
ColtraneCurtis,5.324365933170278e+16,RT @keyinfluencer: Power Brainstorming on 2011 stickups with the cool kids @coltranecurtis and @kielberry @TeamEpiphanyNyc,6:54 PM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
bsbnyc,5.324217626776371e+16,Kind of impressive: @Twitzipcom managed to squat on twitter handles for US zip codes.  Then what? They use outside.in to power feeds.,6:48 PM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
chelosdanger,5.324043219645645e+16,"So my law school, um...musical features the Hawaii Five-0 theme as one of it's blackout songs!  Fate! <3",6:41 PM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
DeborahBothun,1.0831843317812306e+18,"These are the 13 best jobs to have in 2019, according to US News & World Reporthttps://www.cnbc.com/2019/01/07/these-are-the-best-jobs-to-have-in-2019-according-to-us-news--world-report.html …",9:10 PM - 9 Jan 2019,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
cozetteshakur,5.322097848602214e+16,@KendraSoRandom hahaha. The power that @Realtaeyang has!!!,5:24 PM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
gabimoore,5.32193783171072e+16,Listening to @swissmiss talk about the power of side projects and eccentric aunts (@ SVA MFA Interaction Design Dept) http://4sq.com/fd95jl,5:17 PM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
07102,5.321313210086195e+16,Christie’s “shadow government” reform goes beyond veto power http://bit.ly/if5shw via http://outside.in/07102,4:52 PM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
07055,5.321311372562432e+16,Christie’s “shadow government” reform goes beyond veto power http://bit.ly/hCJAhz via http://outside.in/07055,4:52 PM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
07055,5.321311100351693e+16,No Joke: Snow Storm on Tap for April 1 http://bit.ly/gGBOaZ via http://outside.in/07055,4:52 PM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
07011,5.321309418017178e+16,Christie’s “shadow government” reform goes beyond veto power http://bit.ly/gOAAHv via http://outside.in/07011,4:52 PM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
07011,5.321309366008218e+16,No Joke: Snow Storm on Tap for April 1 http://bit.ly/gqQkU6 via http://outside.in/07011,4:52 PM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
ankatank,5.321172051205734e+16,I'm obsessed with the green power smoothie... It's the only thing I've ever had here but i don't want to risk trying something new...,4:47 PM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
compay,5.320958533029888e+16,My next suitcase will be pink and have Power Rangers or ponies on it. That will make it *much* easier to identify.,4:38 PM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
hughadam,5.320371725572506e+16,Fossil fuels are far deadlier than nuclear power: http://bit.ly/e5SxiD,4:15 PM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
tamado,5.31998583450665e+16,@garbagedays look at you power-tweeting! #powertweeting,4:00 PM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
_QALWAYSsmakked,5.319950670719795e+16,fukkin snow storm komin -____-,3:58 PM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
07036,5.319795511251763e+16,Christie’s “shadow government” reform goes beyond veto power http://bit.ly/eBc2ca via http://outside.in/07036,3:52 PM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
Power_of_Won,5.319366994730598e+16,I could take this so many ways!?!?! http://twitpic.com/4f2jjh,3:35 PM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
BSSco,5.318796012802867e+16,Because you never know who might be a power mimic... always register your superpowers with the Bureau of Superhero Affairs.,3:12 PM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",NY
chefdavemartin,5.31865340898263e+16,"Quick power lunch w Mary @certangusbeef . Rabbit rillette , taleggio za n more http://yfrog.com/h0bb7lwj  http://yfrog.com/h2fwluvj  http://yfrog.com/h49ryukj",3:07 PM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
Michael_Storm,5.314935757012992e+16,"I'm at McGarryBowen PlanningSaloon (601 W.26 St Suite 1107, 11th and 125=, New York) http://4sq.com/epOQe1",12:39 PM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
monacoian,5.31356588684247e+16,One of the few power lunch scenes worth running uptown for. (@ The Four Seasons Restaurant) http://4sq.com/hKZpai,11:45 AM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
JaneMC,5.312561243239219e+16,Guess what?  We're going to mow our lawn for the first time in 2011 and ahead of the next SNOW STORM!  I love the color GREEN!,11:05 AM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
dovey2316,5.312203181798605e+16,Omg they crazy... news said snow storm on it way huh!!!,10:50 AM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
axiscoach,1.0830895963831419e+18,"Axis Coach is hiring Chauffeurs! Flexible hours, great compensation and enjoyable work. Send your resume to jobs@axiscoachusa.com https://www.facebook.com/axiscoach/videos/405507466857360/ …",2:54 PM - 9 Jan 2019,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
NielsendaSilva,5.310777875511706e+16,Just heard on power 105 that pplz making up virtual GF's to impress their friends. Aka they making fake fb pages of the opposite sex. Smh,9:54 AM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
MichaelMaiello,5.310334208743834e+16,"@tunkuv Some people think ""blocking"" is a shamanic power that actually affects the blocked. Twitter voodoo!",9:36 AM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    2
  
  
    
      
      Retweeted
    
      
    2",NY
JaeD7,5.30956547377111e+16,"@flyurdenakyte @britneyspears I do, slightly disappointed. I wanted @Blackout! 2....",9:06 AM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
hughadam,5.309240367815885e+16,Islamoatheist elitists. // RT @mattyglesias Epic fail RT @armsmasher: NPR just said Captain America's power comes from radiation. #defund,8:53 AM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
cwoods811,5.305290929799168e+16,"BRACE UR SELVES - A NOREASTER WINTER STORM IS HEADING OUR WAY ON APR 1ST DUMPING MORE OF GUESS WHAT? S. N. O. W !!!!
it's not over folks lol",6:16 AM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
Power_of_Won,5.304855564819661e+16,"""@1LoveOneLife: Your mistakes only become a burden if you never grow from them. #1LoveOneLife"" - so true!!!",5:58 AM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
JVelezMTFT,5.30421162297344e+16,"Perfect match...
@JaneBang , I know I been told you I wanna make a track with you, & I'll send you a track this weekend.
#TAURUS power, lol",5:33 AM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
PAULSIMPLY2MUCH,5.302095818904371e+16,"I'M BEAT... POWER NAP TIME!!!
LIRR IN DA A.M.
THEN @CLUBPERFECTION FOR 
""BILLIONAIRE WEDNESDAYZ""",4:09 AM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
glowyjoeybunny,5.296483404363776e+16,@Beautyburg Celebrates 1000+ Facebook fans! Win MAC WW Pink Power MSF & more! http://tinyurl.com/btybgfb,12:26 AM - 30 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
10460,5.295566127274803e+16,Missing Snake Takes Twitter by Storm http://bit.ly/hlsE1l via http://outside.in/10460,11:49 PM - 29 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
phoeberowe,5.295019505864704e+16,"Okay. If @Dirk_18_Kuyt can take a power nap and then score two goals for his country, I can take a power nap and then finish this paper.",11:28 PM - 29 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
GrantGordils,5.292609239003955e+16,"#yourbioshouldsay (""your"" meaning ""my"") He was a baby SHAZAM. He had the wisdom, strength, stamina, power, courage, and speed of a baby.",9:52 PM - 29 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
Gompberries,5.292551186902221e+16,"it's funny that my sisters swear because they're older they have so much power in my life when they don't, and niether do the guys they fuck",9:49 PM - 29 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
MerKenyon,5.290516324090675e+16,"""i was eating in dac i saw some power flyers on the table and i threw my used ketchup packets on them and then threw them out"" -<3 you",8:29 PM - 29 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
meiss5,5.290239779366502e+16,excuse me?! possible snow storm later this week?! SON OF A!,8:18 PM - 29 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
seymoursimon,5.288738512555213e+16,Trouble accessing my SCIENCE FUN TO GO app? Fixing server outage - back tomorrow! http://bit.ly/eTK4gv #kids #apps #educational #science,7:18 PM - 29 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
liznealon,5.288718684403712e+16,Trouble accessing Seymour Simon's SCIENCE FUN TO GO app? Fixing server outage - back tomorrow! http://bit.ly/eTK4gv #kids #apps #educational,7:17 PM - 29 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
BronxKnight28,5.287841300597965e+16,"Werd! Fight the power! RT @arsahmloesy @BronxKnight28 weirs, giving them mobile chairs abd shit like ummm, how (cont) http://tl.gd/9i94vu",6:42 PM - 29 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
Jay3570,5.28736396447703e+16,"In democratic environments, power is achieved by giving it away rather than by struggling for more.",6:23 PM - 29 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
mikeallred,5.287047974001459e+16,The optimal bar would have power squids sprouting out of it so you could charge your gadgets.  And lots of coat hooks underneath the bar.,6:11 PM - 29 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
Sagely_Naturals,1.0826836787093053e+18,"Take #SelfCare to the next level with Ashwagandha. Find peace, clarity and that elusive feeling of wakeful calm.
#SelfCareWithSagely",12:01 PM - 8 Jan 2019,"Like
    
      
    2
  
  
    
      
      
      Liked
    
      
    2","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
bunkrich,5.285382108440576e+16,@caraseek @britneyspears @therealpiehl @ljobrie IM GONNA GET BLACKOUT,5:05 PM - 29 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
JaneeMichellle,5.285259928784486e+16,Home now shower power n possibly a nap n u no wat that means....up all night Smh,5:00 PM - 29 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY
