Screen Name,Status ID,Text,Local Timestamp,Likes,Retweets,State
topix_ct,1.920701758334976e+16,1st winter storm in New England hits as blizzard - http://bit.ly/exeM3c #Manchester #Connecticut,8:44 PM - 26 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
andries365,1.919878387938509e+16,"There's a lot of snow outside, there's a lot of snow. Snow, snow!
Xmas at Dad's, battled the storm and got home.  http://yfrog.com/h2qobmpj",8:12 PM - 26 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
DJ_Gameboy,1.917867646150656e+16,BIG ASS SNOW STORM LMAOO,6:52 PM - 26 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
DJ_Gameboy,1.917860078367539e+16,@ayOjantafanta Home Nigga airs A Snow Storm Lmaoo,6:51 PM - 26 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
zzzatch,1.9134771418374144e+16,Charging my phone in case the power goes out,3:57 PM - 26 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
MommySlays,1.907062227338035e+16,Time to prep for the storm,11:42 AM - 26 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
chelseamlinehan,1.905929421744128e+16,@EFinkles they just postponed it till jan2nd because of the storm. :( BUT if you decide to go then i MAAAY be able to go! and,10:57 AM - 26 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
chelseamlinehan,1.9057713413627904e+16,"@EFinkles IM NOT EVEN JOKING.... are there even tickets left though?! i know they're still having it even though the ""storm""..",10:51 AM - 26 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
bendubow,1.8904787244294144e+16,Not thrilled with the timing of the coming storm. Looks like I'll be driving home from work right in the heart of it. Most excellent.,12:43 AM - 26 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
DCTViper89,1.888405119251661e+16,"ShoutOut @seth3981 working X-Mas, keeping everyone updated on the first winter storm of Dec. so we don't have to listen to the morons on TV.",11:21 PM - 25 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
ctizz36,1.832592806091981e+16,"Cue ""Power of Love"" music RT @MarcioDisney: Do you remember Marty McFly? Unbelievable how I'm always Out of Time! :( ºoº",10:23 AM - 24 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
06040,1.830749278201856e+16,Storm lashes California and leaves polluted water http://bit.ly/dEqNRK via http://outside.in/06040,9:10 AM - 24 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
ke,1.8158534222946304e+16,30% chance of >1ft of snow from upcoming storm: http://www2.whdh.com/twap/iphone/weather_detail.php?wd=special_map #Boston #weather #snow,11:18 PM - 23 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
ohhderek,1.799818853535744e+16,"""Sometimes I blackout"" that's what's up",12:41 PM - 23 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
06040,1.6583975237582848e+16,Hundreds Without Power in Windsor Locks http://bit.ly/fT1JK2 via http://outside.in/06040,3:01 PM - 19 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
06106,1.6025721839292416e+16,Power Rankings; Quote On Kemba Walker [si.com] http://bit.ly/i3Erj5 via http://outside.in/06106,2:03 AM - 18 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
jennysmallsss,1.5744544238731264e+16,SENIORS 11 BLACKOUT!!!,7:26 AM - 17 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
YungStrick7,1.5569192463900672e+16,wth power nap b4 i start 2 get reDY 2 club 2nite,7:49 PM - 16 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
Xavierstein,1.5509588199612416e+16,"Quote from my professor during a review session, ""The power of analogy is powerful.""",3:52 PM - 16 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
TheHarleyGuy,1.5115656206753792e+16,Bought a 07 and 08 SE Roadkings. My showroom is looking great for spring (@ eastern power sport auction) http://4sq.com/aMTQnF,1:47 PM - 15 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
KwiksetCorp,1.082358736117584e+18,"Smart home security, made simple: all you need is Wi-Fi, a smartphone, and the all-new Halo Wi-Fi Enabled Smart Lock. #CES2019pic.twitter.com/posMJXycOt",2:30 PM - 7 Jan 2019,"Like
    
      
    13
  
  
    
      
      
      Liked
    
      
    13","Retweet
    
      
    2
  
  
    
      
      Retweeted
    
      
    2",CT
LouPetridish,1.5077865615785984e+16,@hblodget shows you how free we really r. As soon as u do something to someone w/ a lot of power u r screwed!,11:16 AM - 15 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
xKRAYneC,1.4521318628139008e+16,kyrah said he look like a power ranger reject ! lmfaooo .,10:25 PM - 13 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
YungStrick7,1.4196736843063296e+16,@SRozay dislike 2 the 10th power,12:55 AM - 13 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
DCTViper89,1.2964802888466432e+16,@MLBNetwork Carl Crawford and Adrian Gonzalez...Speed and power to an already potent lineup... #redsox,3:20 PM - 9 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
Skiffington_,1.2675269726830592e+16,"Crises averted. Power surge earlier today killed my moms power supply, luckily we had a replacement nearby. Glad it wasnt anything huge.",8:09 PM - 8 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
JROCNYK_25,1.1988447501746176e+16,THE NEW YORK #KNICKS MADE THE POWER RANKING! RANK 12. ILL TAKE THAT.. ITS BEEN A LONG TIME :) GO #KNICKS,10:40 PM - 6 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
therealchinaman,1.1611687513755648e+16,I like the #coyotes hustle on the power plays. Gettin after loose picks and get the ugly goal.,9:43 PM - 5 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
woodrowspencer,1.0488699410194432e+16,All of Washington St. has not power.#thatsucks,7:21 PM - 2 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
woodrowspencer,1.0474208471552e+16,My power is own and i don't have to do a essay #lifetreatsmedamnwell,6:23 PM - 2 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
GtBandyt,1.0410613654167552e+16,Ight so storm chaser season finally on deck with some cleaning let's go,2:10 PM - 2 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
topix_ct,1.0099050468614144e+16,CT issuing $500K for Power Ridge repairs - http://bit.ly/e5MK0F #Middlefield #Connecticut,5:32 PM - 1 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
EratisHawk,1.0094465817513984e+16,"Bit of a storm out tonight, eh wot wot?",5:14 PM - 1 Dec 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
topix_ct,9453745070940160.0,Farmington Valley: Building Brain Power - http://bit.ly/f9OnjF #Farmington #Connecticut,10:48 PM - 29 Nov 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
topix_ct,8417393743241218.0,Storm holds off Galesburg JV to post win at Wethersfield - http://bit.ly/ic9Hkc #Wethersfield #Connecticut,2:10 AM - 27 Nov 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
simplyrelle87,8085011337060352.0,@Leems1911 u ain't getting it if u do more power to u cause I left target,4:09 AM - 26 Nov 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
06040,8039370229547008.0,Road Race To The Third Power http://bit.ly/fryKEa via http://outside.in/06040,1:08 AM - 26 Nov 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
Tyler_Walsh,7267897470615552.0,I am getting blackout in dedication to #KembaWalker #UCONNNATION,10:02 PM - 23 Nov 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",CT
JayDatDork,7241073768271872.0,#sexsogood she'll drive a few towns away in a snow storm for it,8:16 PM - 23 Nov 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
Wpark83,7217252558438400.0,"""Power of Love"" on Rock Band 3 is worth it alone. #dontneedmoneydonttakefame",6:41 PM - 23 Nov 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
ctizz36,5115290081824768.0,RT @starwars: RT @petechat: http://plixi.com/p/57556800 the power of the dark side in our dining room. #starwars,11:29 PM - 17 Nov 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
CivicaRx,1.0822776892418008e+18,"Welcome UnityPoint Health as a founding member! “We are driven to improve the health of people & communities we serve. We are proud to partner with @CivicaRx & other mission-driven systems to make quality, affordable generic drugs available when needed.”-@unitypointnewspic.twitter.com/HV0Mk2MHn1",9:08 AM - 7 Jan 2019,"Like
    
      
    7
  
  
    
      
      
      Liked
    
      
    7","Retweet
    
      
    2
  
  
    
      
      Retweeted
    
      
    2",CT
j_goic,3820095004475393.0,I think you've become immune to its instant blackout RT @KritOG Omg why do I continue to drink 4loko...all it does it keep me up for 3 days,9:42 AM - 14 Nov 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
topix_ct,3376617598484480.0,Java: MaryEllen Fillo: Power of Purple Celebrated As Part of Pancreatic Awareness Month - http://bit.ly/axd6y7 #WestHartford #Connecticut,4:20 AM - 13 Nov 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
lilcoqui17,1608201409662977.0,@dbaig645 yeah... Its not finalized but I like Storm.  http://myloc.me/dZsME,7:13 AM - 8 Nov 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
comonad,818876610777088.0,"@ringspectrum I was sick of this, but I had to push on, like a constipated man trapped in a portable toilet in a storm #maxpayne",2:56 AM - 6 Nov 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
RajFlow,29592560366.0,@BarackObama sorry man... I tried. Best of luck dealing with the power shift. Hope everything works out in the end.,12:51 PM - 3 Nov 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
RajFlow,29592432431.0,Based on the results of this election... I can confidently conclude that nothing will get done for 2 more years... gotta love power splits.,12:50 PM - 3 Nov 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
djmaestro1,29385079082.0,Crackin up at my neighbour that is stuck n the 80s. Blasting old power ballots n rockin addidas jump suit with sweat band lol,11:04 AM - 1 Nov 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
CubbiMew,29162474471.0,The power of two compels you!,2:04 AM - 30 Oct 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
SDotWoodward,28782765752.0,7 more days and find out who has the ultimate power in this country..we the people or the unions,6:54 AM - 26 Oct 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
NickOnTheReg,28696225167.0,Turning out to be a nice day. Maybe this is a good sign. Or just the calm before the storm.,9:31 AM - 25 Oct 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
da_princess30,27963376535.0,So after all the abuse at the hands of his father tyler puts him up in a house and send him a monthly check. Who has the power now:),3:39 PM - 20 Oct 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
06040,26637724544.0,"TUG OF WAR: Middletown Democrats, GOP in power struggle after chief rejection http://bit.ly/d4RPkF via http://outside.in/06040",5:50 AM - 7 Oct 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
joehundredaire,26598156042.0,Trying to outrace the storm. Almost winning. http://yfrog.com/bchkjsj,6:46 PM - 6 Oct 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
06106,26592487585.0,250 Union Workers Storm City Hall http://bit.ly/bBfn2Z via http://outside.in/06106,5:50 PM - 6 Oct 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
DJ_Gameboy,26496922107.0,#10YearsAgo I Was Stunntin In My Power Wheel Now I'm In My Neon!,5:41 PM - 5 Oct 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
profplake,26284844520.0,@MichaelLarkin Middletown press said CL&P said it was a problem in the substation in Middletown.14000 without power,12:19 PM - 3 Oct 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
DiscoDex100,26186706272.0,@diamonds4gil ok let's get focused on some power moves ... now what do you say to that,11:05 AM - 2 Oct 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
DJ_Gameboy,26121616090.0,#WhenIWasAKid We Drove Power Wheels Not Ripsticks (That Bootleg Skateboard),5:42 PM - 1 Oct 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
wickedwx,26092697204.0,damaging #wind - EAST HAMPTON #CT --  WIRES DOWN WITH POWER OUTAGES IN THE TOWN OF EAST HAMPTON. TIME ESTIMATED FROM RADAR. (OKX),10:56 AM - 1 Oct 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
topix_ct,26084240418.0,"Fox CT Forecast: Flood Watch, Wind Advisory In Effect As Storm Hits State - http://bit.ly/aohMvT #NewBritain #Connecticut",9:24 AM - 1 Oct 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
othatsgood,1.083084352467206e+18,It’s official. Our Broccoli Cheddar Soup is endorsed by professional chefs so you never have to settle! Find us in your grocer’s refrigerated section. #othatsgoodpic.twitter.com/Lw7BkesxWu,2:33 PM - 9 Jan 2019,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
burkefest,26041680162.0,Power Hour!!! (@ The Yellow House) http://4sq.com/5BUTI2,9:43 PM - 30 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
themorgannorris,26038668128.0,If my power doesn't come back on I'm going to be mad.,9:10 PM - 30 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
SuperPistachio,25912717538.0,Lost power twice...yikes (@ Mra) http://4sq.com/9aRyWZ,2:59 PM - 29 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
rpolanskyWFSB,25912642090.0,Tropical Storm Nicole expected to bring heavy rains and wind to Connecticut tonight into tomorrow.,2:57 PM - 29 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
KareemDiDream,25819813163.0,Star Power http://myloc.me/czQYl,4:03 PM - 28 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
KareemDiDream,25679731869.0,"Even The Mighty Cud Be Beaten,They Cud Feel Power But Wats Power Against A God? http://myloc.me/cwnOh",7:01 AM - 27 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
JamieCakessss,25568148418.0,"I can't watch tv, I can't sit on my computer, hopefully they get that pole fixed and we stop having these power surges..",1:34 AM - 26 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
06010,25358862363.0,UPDATE: Power back in Bristol http://bit.ly/c3XwSr via http://outside.in/06010,7:50 PM - 23 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
KareemDiDream,25045164486.0,Ladies #Pussy Is Power http://myloc.me/ceJo5,12:47 PM - 20 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
DJRELLYRELL,24875595124.0,RT @GrandWizzardMC: Gotta Respect The HustLe Of @MunchPilot @IAmDjAmazin @DJRELLYRELL Nd @GEDAtheGenius . Niggas Makin Power Moves .,2:51 PM - 18 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
bendubow,24822621849.0,"Praying that my Jewish brothers, sisters and friends have an easy fast for Yom Kippur & experience the power of forgiveness.",11:45 PM - 17 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
JROCNYK_25,24725404329.0,So I heard NYC area got hit hard with this storm,10:19 PM - 16 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
topix_ct,24630606840.0,Farmington Valley: The Healing Power Of Horses - http://bit.ly/csehAv #Farmington #Connecticut,10:16 PM - 15 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
mikekems,24578137429.0,Power nap before my history quiz,10:10 AM - 15 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
KareemDiDream,24492677181.0,Bitch Its Star Power!!!!! http://myloc.me/bYdBw,12:01 PM - 14 Sep 2010,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
anastoriadyjea,1.5276196229875302e+17,@NatturalBeauty_ lol well more power to u,9:44 AM - 30 Dec 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
KaySan23,1.527214184659845e+17,The only person I know who take a power nap  from a all nighter then sees what your up to at 6am..smhh @xoStacy_Marie,7:03 AM - 30 Dec 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
kenzi_word,1.524733021688955e+17,“@XSTROLOGY: #Libra can shock everyone around them with a sudden storm of rage.” <<That's true,2:37 PM - 29 Dec 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
LinkedIn,1.08208761903752e+18,"Aaron wanted a job that would let him pursue his passion for helping others. With the help of a hiring manager who found his profile on LinkedIn, Aaron found that opportunity. Find your next job on LinkedIn: https://lnkd.in/g_8wpjd  #InItTogetherpic.twitter.com/hpEoZWjcR0",8:32 PM - 6 Jan 2019,"Like
    
      
    445
  
  
    
      
      
      Liked
    
      
    445","Retweet
    
      
    67
  
  
    
      
      Retweeted
    
      
    67",CT
duncan_dollaz,1.5240530243473e+17,"You want Respect, Money & Power right ?",10:07 AM - 29 Dec 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
geovonty,1.5224218087288013e+17,The power is in u remember that!,11:18 PM - 28 Dec 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",CT
